highest,episode,time
1,38,00:00:03
2,86,00:00:05
3,131,00:00:07
4,165,00:00:08
5,295,00:00:16
6,311,00:00:16
7,325,00:00:17
8,459,00:00:26
9,470,00:00:26
10,491,00:00:27
11,519,00:00:28
12,531,00:00:29
13,534,00:00:29
14,535,00:00:29
15,540,00:00:29
16,665,00:00:37
17,685,00:00:38
18,687,00:00:38
19,715,00:00:40
20,718,00:00:40
21,722,00:00:40
22,723,00:00:40
23,727,00:00:40
24,729,00:00:40
25,738,00:00:41
26,784,00:00:44
27,792,00:00:44
28,796,00:00:44
29,806,00:00:45
30,825,00:00:47
31,840,00:00:48
32,848,00:00:49
33,850,00:00:49
34,859,00:00:49
35,861,00:00:49
36,862,00:00:49
37,874,00:00:50
38,875,00:00:50
39,901,00:00:51
40,905,00:00:52
41,911,00:00:52
42,912,00:00:52
43,937,00:00:53
44,1047,00:01:01
45,1054,00:01:01
46,1056,00:01:01
47,1057,00:01:01
48,1058,00:01:01
49,1089,00:01:03
50,1090,00:01:03
51,1091,00:01:03
52,1269,00:01:14
53,1272,00:01:14
54,1273,00:01:14
55,1291,00:01:15
56,1295,00:01:15
57,1297,00:01:15
58,1301,00:01:16
59,1302,00:01:16
60,1303,00:01:16
61,1314,00:01:16
62,1318,00:01:16
63,1352,00:01:18
64,1381,00:01:21
65,1455,00:01:25
66,1458,00:01:25
67,1459,00:01:25
68,1510,00:01:28
69,1520,00:01:28
70,1885,00:01:49
71,1890,00:01:49
72,1970,00:01:55
73,1972,00:01:55
74,2016,00:01:57
75,2024,00:01:58
76,2028,00:01:58
77,2034,00:01:59
78,2264,00:02:11
79,2275,00:02:11
80,2284,00:02:12
81,2285,00:02:12
82,2287,00:02:12
83,2290,00:02:12
84,2324,00:02:13
85,2325,00:02:13
86,2536,00:02:25
87,2537,00:02:25
88,2543,00:02:25
89,2620,00:02:30
90,2662,00:02:32
91,2668,00:02:32
92,2669,00:02:32
93,2670,00:02:32
94,2671,00:02:32
95,2680,00:02:33
96,2682,00:02:33
97,2696,00:02:33
98,3277,00:03:03
99,4157,00:03:44
100,7876,00:06:48
