highest,episode,time
1,814,00:00:42
2,862,00:00:47
3,1072,00:01:05
4,1084,00:01:06
5,1099,00:01:07
6,1111,00:01:08
7,1123,00:01:09
8,1126,00:01:09
9,1178,00:01:16
10,1218,00:01:19
11,1231,00:01:20
12,1233,00:01:20
13,1240,00:01:21
14,1292,00:01:25
15,1294,00:01:25
16,1299,00:01:25
17,1308,00:01:26
18,1342,00:01:31
19,1344,00:01:31
20,1349,00:01:32
21,1350,00:01:32
22,1360,00:01:33
23,1361,00:01:33
24,1369,00:01:33
25,1371,00:01:33
26,1379,00:01:34
27,1384,00:01:34
28,1387,00:01:35
29,1390,00:01:35
30,1418,00:01:37
31,1420,00:01:37
32,1421,00:01:37
33,1422,00:01:37
34,1508,00:01:46
35,1509,00:01:46
36,1533,00:01:48
37,1539,00:01:49
38,1589,00:01:52
39,1662,00:01:57
40,1667,00:01:58
41,1673,00:02:01
42,1674,00:02:01
43,1675,00:02:01
44,1676,00:02:01
45,1677,00:02:01
46,1731,00:02:05
47,1771,00:02:08
48,1787,00:02:09
49,1793,00:02:09
50,1794,00:02:09
51,1800,00:02:10
52,1804,00:02:10
53,1805,00:02:10
54,1899,00:02:19
55,1901,00:02:19
56,1903,00:02:19
57,1909,00:02:20
58,1911,00:02:20
59,1915,00:02:20
60,2143,00:02:39
61,2144,00:02:39
62,2148,00:02:40
63,2172,00:02:42
64,2173,00:02:42
65,2219,00:02:48
66,2220,00:02:48
67,2221,00:02:48
68,2222,00:02:48
69,2225,00:02:48
70,2229,00:02:49
71,2297,00:02:53
72,2482,00:03:08
73,2483,00:03:08
74,2484,00:03:08
75,2490,00:03:09
76,2506,00:03:10
77,2550,00:03:13
78,2612,00:03:19
79,2615,00:03:19
80,2619,00:03:19
81,2623,00:03:20
82,2624,00:03:20
83,2625,00:03:20
84,2675,00:03:23
85,2680,00:03:23
86,2681,00:03:24
87,2813,00:03:34
88,2815,00:03:34
89,2816,00:03:34
90,2822,00:03:35
91,2879,00:03:38
92,2882,00:03:39
93,3106,00:03:54
94,3109,00:03:54
95,3246,00:04:02
96,3255,00:04:05
97,3573,00:04:27
98,3705,00:04:34
99,3710,00:04:37
100,3811,00:04:42
