highest,episode,time
1,109,00:00:09
2,569,00:00:30
3,621,00:00:33
4,749,00:00:41
5,754,00:00:41
6,763,00:00:42
7,794,00:00:44
8,803,00:00:44
9,806,00:00:45
10,841,00:00:48
11,842,00:00:48
12,1012,00:01:00
13,1017,00:01:00
14,1064,00:01:04
15,1097,00:01:08
16,1130,00:01:10
17,1137,00:01:11
18,1138,00:01:11
19,1139,00:01:11
20,1143,00:01:11
21,1151,00:01:11
22,1298,00:01:23
23,1303,00:01:24
24,1311,00:01:24
25,1312,00:01:24
26,1314,00:01:24
27,1316,00:01:24
28,1368,00:01:28
29,1382,00:01:29
30,1384,00:01:29
31,1387,00:01:29
32,1490,00:01:36
33,1493,00:01:37
34,1509,00:01:38
35,1511,00:01:38
36,1514,00:01:38
37,1515,00:01:38
38,1521,00:01:38
39,1522,00:01:38
40,1534,00:01:39
41,1543,00:01:40
42,1544,00:01:40
43,1548,00:01:40
44,1551,00:01:40
45,1552,00:01:40
46,1554,00:01:40
47,1557,00:01:40
48,1559,00:01:41
49,1565,00:01:41
50,1568,00:01:41
51,1569,00:01:41
52,1581,00:01:42
53,1813,00:01:56
54,1833,00:01:57
55,1834,00:01:57
56,1846,00:01:57
57,1847,00:01:57
58,1955,00:02:04
59,1957,00:02:05
60,1960,00:02:05
61,1961,00:02:05
62,1963,00:02:05
63,1969,00:02:05
64,1970,00:02:05
65,1973,00:02:05
66,1974,00:02:05
67,1977,00:02:06
68,1978,00:02:06
69,1979,00:02:06
70,2268,00:02:22
71,2269,00:02:22
72,2272,00:02:22
73,2279,00:02:23
74,2423,00:02:32
75,2424,00:02:32
76,2431,00:02:32
77,2446,00:02:33
78,2453,00:02:33
79,2455,00:02:33
80,2456,00:02:33
81,2476,00:02:34
82,2491,00:02:35
83,2506,00:02:36
84,2513,00:02:36
85,2525,00:02:37
86,2852,00:02:57
87,2853,00:02:57
88,2855,00:02:57
89,2863,00:02:57
90,2885,00:02:58
91,3264,00:03:20
92,3270,00:03:20
93,3276,00:03:20
94,3297,00:03:21
95,3302,00:03:22
96,3524,00:03:35
97,3949,00:03:59
98,4063,00:04:05
99,4237,00:04:15
100,4268,00:04:16
