highest,episode,time
1,1336,00:00:41
2,1652,00:01:01
3,1714,00:01:06
4,2032,00:01:33
5,2036,00:01:33
6,2063,00:01:35
7,2090,00:01:39
8,2093,00:01:39
9,2101,00:01:40
10,2107,00:01:40
11,2290,00:01:59
12,2294,00:01:59
13,2296,00:01:59
14,2309,00:02:00
15,2310,00:02:00
16,2311,00:02:00
17,2336,00:02:03
18,2373,00:02:05
19,2392,00:02:09
20,2399,00:02:09
21,2403,00:02:10
22,2478,00:02:15
23,2482,00:02:15
24,2485,00:02:16
25,2488,00:02:16
26,2508,00:02:17
27,2514,00:02:18
28,2515,00:02:18
29,2518,00:02:18
30,2519,00:02:18
31,2529,00:02:19
32,2532,00:02:20
33,2544,00:02:22
34,2545,00:02:22
35,2561,00:02:23
36,2569,00:02:24
37,2571,00:02:24
38,2577,00:02:24
39,2579,00:02:25
40,2580,00:02:25
41,2590,00:02:26
42,2594,00:02:26
43,2595,00:02:26
44,2598,00:02:26
45,2652,00:02:30
46,2659,00:02:31
47,2666,00:02:31
48,2675,00:02:32
49,2719,00:02:37
50,2720,00:02:37
51,2722,00:02:37
52,2727,00:02:37
53,2728,00:02:37
54,2731,00:02:38
55,2732,00:02:38
56,2928,00:02:51
57,2932,00:02:52
58,2967,00:02:54
59,2968,00:02:54
60,2989,00:02:55
61,2994,00:02:55
62,2998,00:02:56
63,3003,00:02:56
64,3005,00:02:56
65,3009,00:02:56
66,3010,00:02:56
67,3012,00:02:56
68,3014,00:02:57
69,3015,00:02:57
70,3016,00:02:57
71,3301,00:03:14
72,3330,00:03:16
73,3350,00:03:19
74,3626,00:03:35
75,3628,00:03:35
76,3654,00:03:36
77,3672,00:03:37
78,3685,00:03:38
79,3910,00:03:53
80,3914,00:03:53
81,4049,00:04:00
82,4053,00:04:02
83,4067,00:04:03
84,4644,00:04:36
85,4957,00:04:53
86,4965,00:04:54
87,4983,00:04:54
88,4988,00:04:55
89,4989,00:04:55
90,6025,00:05:50
91,6052,00:05:51
92,6061,00:05:51
93,6303,00:06:04
94,6984,00:06:39
95,7001,00:06:39
96,7013,00:06:40
97,7413,00:06:59
98,8010,00:07:27
99,10082,00:09:08
100,10824,00:09:45
